STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,Q_AREA_MO,QCODE_MO,ALK_OUT_MO,ALKCODE_MO,SSED_OUT_MO,SSEDCODE_MO,SI_OUT_MO,SICODE_MO,UTP_OUT_MO,UTPCODE_MO,TDP_OUT_MO,TDPCODE_MO,PO4P_OUT_MO,PO4PCODE_MO,PARTP_OUT_MO,PARTPCODE_MO,UTN_OUT_MO,UTNCODE_MO,TDN_OUT_MO,TDNCODE_MO,DON_OUT_MO,DONCODE_MO,PARTN_OUT_MO,PARTNCODE_MO,UTKN_OUT_MO,UTKNCODE_MO,TKN_OUT_MO,TKNCODE_MO,NH3N_OUT_MO,NH3NCODE_MO,NO3N_OUT_MO,NO3NCODE_MO,NA_OUT_MO,NACODE_MO,K_OUT_MO,KCODE_MO,CA_OUT_MO,CACODE_MO,MG_OUT_MO,MGCODE_MO,SO4S_OUT_MO,SO4SCODE_MO,CL_OUT_MO,CLCODE_MO,DOC_OUT_MO,DOCCODE_MO 
CF002,4,"GSWS10",1971,1970,12,P,24.20,E,37.25,A,15.68,A,4.30,Q,,N,0.116,A,0.111,A,,N,,N,0.14,DE,0.14,DE,,N,,N,0.14,E,,N,0.000,A,4.99,A,0.16,A,7.89,A,3.31,A,2.60,E,,N,,N
CF002,4,"GSWS10",1971,1971,1,P,54.67,E,85.08,A,11.74,A,36.50,Q,,N,0.307,A,0.249,A,,N,,N,0.23,DE,0.23,DE,,N,,N,0.23,E,,N,0.000,A,10.22,A,0.38,A,17.39,A,4.40,A,1.19,A,,N,,N
CF002,4,"GSWS10",1971,1971,2,F,17.79,E,29.00,A,1.34,A,21.19,Q,,N,0.195,A,0.099,A,,N,,N,0.06,DE,0.06,DE,,N,,N,0.06,E,,N,0.000,A,4.08,A,0.09,A,5.76,A,1.52,A,0.58,A,,N,,N
CF002,4,"GSWS10",1971,1971,3,P,37.20,E,60.00,A,3.48,A,16.29,Q,,N,0.482,A,0.099,A,,N,,N,0.12,DE,0.12,DE,,N,,N,0.12,E,,N,0.000,A,9.30,A,0.08,A,13.00,A,3.21,A,0.86,E,,N,,N
CF002,4,"GSWS10",1971,1971,4,F,9.66,A,18.00,A,0.42,A,4.42,Q,,N,0.074,A,0.028,A,,N,,N,0.03,DE,0.03,DE,,N,,N,0.03,E,,N,0.000,A,2.54,A,0.03,A,4.15,A,1.09,A,0.22,A,,N,,N
CF002,4,"GSWS10",1971,1971,5,F,3.37,A,7.00,A,0.20,A,3.64,Q,,N,0.062,A,0.018,A,,N,,N,0.01,DE,0.01,DE,,N,,N,0.01,E,,N,0.000,A,0.90,A,0.03,A,1.64,A,0.43,A,0.09,A,,N,,N
CF002,4,"GSWS10",1971,1971,6,G,2.06,A,5.25,A,0.72,E,1.57,Q,,N,0.024,A,0.010,A,,N,,N,0.01,DE,0.01,DE,,N,,N,0.01,E,0.000,E,0.000,A,0.57,A,0.02,A,1.28,A,0.33,A,0.08,A,,N,,N
CF002,4,"GSWS10",1971,1971,7,G,0.88,A,2.46,A,0.01,E,0.46,Q,,N,0.004,A,0.004,A,,N,,N,0.01,D,0.01,D,,N,,N,0.01,A,0.000,A,0.000,A,0.19,A,0.01,A,0.56,A,0.15,A,0.08,A,,N,,N
CF002,4,"GSWS10",1971,1971,8,G,0.54,A,1.46,A,0.01,E,0.18,Q,,N,0.003,A,0.002,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.10,A,0.01,A,0.35,A,0.09,A,0.05,A,,N,,N
CF002,4,"GSWS10",1971,1971,9,G,1.33,A,3.17,A,0.08,E,0.90,Q,,N,0.004,A,0.003,A,,N,,N,0.01,D,0.01,D,,N,,N,0.01,A,0.000,A,0.000,A,0.22,A,0.02,A,0.64,A,0.21,A,0.04,A,,N,,N
CF002,4,"GSWS10",1972,1971,10,G,2.18,E,4.29,A,0.81,A,1.54,Q,,N,0.016,A,0.010,A,,N,,N,0.01,D,0.01,D,,N,,N,0.01,A,0.000,A,0.000,A,0.57,A,0.03,A,0.77,A,0.27,A,0.14,A,,N,,N
CF002,4,"GSWS10",1972,1971,11,F,27.74,E,41.12,A,17.94,A,12.76,Q,,N,0.170,A,0.114,A,,N,,N,0.14,D,0.14,D,,N,,N,0.14,A,0.000,A,0.007,A,5.05,A,0.20,A,8.49,A,2.20,A,0.95,A,,N,,N
CF002,4,"GSWS10",1972,1971,12,F,37.25,E,51.62,A,49.61,A,19.44,Q,,N,0.177,A,0.151,A,,N,,N,0.14,D,0.14,D,,N,,N,0.14,A,0.000,A,0.006,A,5.72,A,0.75,A,11.92,A,2.79,A,0.80,A,,N,,N
CF002,4,"GSWS10",1972,1972,1,F,66.63,E,88.66,A,190.65,A,48.78,Q,,N,0.242,A,0.212,A,,N,,N,0.18,D,0.18,D,,N,,N,0.18,A,0.000,A,0.018,A,13.50,A,1.29,A,20.16,A,4.52,A,0.97,E,,N,,N
CF002,4,"GSWS10",1972,1972,2,F,32.49,A,46.79,A,16.08,A,18.04,Q,,N,0.174,A,0.110,A,,N,,N,0.11,D,0.11,D,,N,,N,0.11,A,0.000,A,0.003,A,5.56,A,0.35,A,9.15,A,2.30,A,0.00,A,,N,,N
CF002,4,"GSWS10",1972,1972,3,F,37.09,A,56.33,A,16.65,A,21.88,Q,,N,0.192,A,0.156,A,,N,,N,0.11,D,0.11,D,,N,,N,0.11,A,0.000,A,0.000,A,6.67,A,0.41,A,10.34,A,2.36,A,0.00,A,,N,,N
CF002,4,"GSWS10",1972,1972,4,F,13.16,E,23.42,A,1.15,A,10.85,Q,,N,0.066,A,0.048,A,,N,,N,0.03,D,0.03,D,,N,,N,0.03,A,0.000,A,0.003,A,2.66,A,0.07,A,4.46,A,0.91,A,0.00,A,,N,,N
CF002,4,"GSWS10",1972,1972,5,G,5.43,E,10.58,A,0.06,A,4.59,Q,,N,0.033,A,0.024,A,,N,,N,0.02,D,0.02,D,,N,,N,0.02,A,0.002,A,0.000,A,1.70,A,0.05,A,1.97,A,0.64,A,0.03,A,,N,,N
CF002,4,"GSWS10",1972,1972,6,G,1.72,A,4.17,A,0.00,A,1.36,Q,,N,0.011,A,0.009,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.70,A,0.05,A,0.90,A,0.24,A,0.03,A,,N,,N
CF002,4,"GSWS10",1972,1972,7,G,0.83,A,2.29,A,0.01,E,0.55,Q,,N,0.004,A,0.004,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.34,A,0.01,A,0.49,A,0.13,A,0.02,A,,N,,N
CF002,4,"GSWS10",1972,1972,8,G,0.45,A,1.33,A,0.01,E,0.38,Q,,N,0.002,A,0.001,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.20,A,0.01,A,0.31,A,0.08,A,0.07,A,,N,,N
CF002,4,"GSWS10",1972,1972,9,G,0.76,A,1.92,A,0.01,E,0.55,EQ,,N,0.005,A,0.002,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.30,A,0.01,A,0.35,A,0.11,A,0.02,E,,N,,N
CF002,4,"GSWS10",1973,1972,10,G,0.56,A,1.46,A,0.01,A,0.37,Q,,N,0.005,A,0.003,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.20,A,0.01,A,0.12,A,0.06,A,,N,,N,,N
CF002,4,"GSWS10",1973,1972,11,F,2.65,A,6.42,A,0.17,A,1.78,Q,,N,0.020,A,0.012,A,,N,,N,0.02,D,0.01,D,,N,,N,0.01,A,0.001,A,0.001,A,0.87,A,0.04,A,0.58,A,0.32,A,,N,,N,,N
CF002,4,"GSWS10",1973,1972,12,F,23.44,E,37.29,A,6.03,A,10.61,Q,,N,0.117,A,0.111,A,,N,,N,0.12,D,0.12,D,,N,,N,0.12,A,0.000,A,0.000,A,3.83,A,0.23,A,4.91,A,2.08,A,,N,,N,,N
CF002,4,"GSWS10",1973,1973,1,P,22.76,A,35.79,A,2.05,A,7.94,Q,,N,0.074,A,0.072,A,,N,,N,0.10,D,0.10,D,,N,,N,0.10,A,0.000,A,0.006,A,4.01,A,0.77,A,6.95,A,1.45,A,,N,,N,,N
CF002,4,"GSWS10",1973,1973,2,F,7.38,A,13.21,A,0.27,A,3.29,Q,,N,0.032,A,0.029,A,,N,,N,0.03,D,0.03,D,,N,,N,0.03,A,0.000,A,0.002,A,1.15,A,0.06,A,1.93,A,0.38,A,,N,,N,,N
CF002,4,"GSWS10",1973,1973,3,F,10.34,A,18.67,A,0.33,A,4.66,Q,,N,0.072,A,0.040,A,,N,,N,0.05,D,0.05,D,,N,,N,0.05,A,0.000,A,0.001,A,1.27,A,0.12,A,3.03,A,0.77,A,,N,,N,,N
CF002,4,"GSWS10",1973,1973,4,F,6.41,A,12.25,A,0.18,A,4.15,Q,,N,0.051,A,0.025,A,,N,,N,0.02,D,0.02,D,,N,,N,0.02,A,0.001,A,0.001,A,1.15,E,0.07,A,2.29,A,0.62,A,,N,,N,,N
CF002,4,"GSWS10",1973,1973,5,G,2.20,A,5.21,A,0.00,A,1.64,Q,,N,0.023,A,0.009,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.43,E,0.05,A,1.27,A,0.29,A,,N,,N,,N
CF002,4,"GSWS10",1973,1973,6,G,1.36,A,4.00,A,0.02,E,1.06,Q,,N,0.007,A,0.002,A,,N,,N,0.01,D,0.01,D,,N,,N,0.01,A,0.000,A,0.000,A,0.30,A,0.03,A,0.91,E,0.21,A,,N,,N,,N
CF002,4,"GSWS10",1973,1973,7,G,0.69,A,2.29,A,0.01,E,0.46,Q,,N,0.003,A,0.001,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.000,A,0.18,A,0.02,A,0.46,E,0.12,A,,N,,N,,N
CF002,4,"GSWS10",1973,1973,8,G,0.32,A,1.00,A,0.01,E,0.13,Q,,N,0.003,A,0.001,A,,N,,N,0.00,D,0.00,D,,N,,N,0.00,A,0.000,A,0.001,A,0.08,A,0.01,A,0.22,A,0.06,A,,N,,N,,N
CF002,4,"GSWS10",1973,1973,9,P,1.49,A,3.71,A,0.66,A,1.13,Q,,N,0.010,E,0.005,A,,N,,N,0.01,D,0.01,DE,,N,,N,0.01,A,0.000,E,0.000,A,0.53,A,0.08,A,1.07,A,0.28,A,,N,,N,,N
CF002,4,"GSWS10",1974,1973,10,P,2.35,A,4.62,A,0.82,A,1.11,Q,,N,0.016,E,0.006,A,,N,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.001,A,0.61,A,0.12,A,1.14,A,0.28,A,,N,,N,,N
CF002,4,"GSWS10",1974,1973,11,P,47.90,A,81.12,A,18.25,E,13.03,Q,,N,0.184,A,0.099,A,,N,,N,0.24,DE,,N,,N,,N,0.20,A,,N,0.028,E,9.08,A,2.29,A,16.68,A,3.96,A,,N,,N,,N
CF002,4,"GSWS10",1974,1973,12,P,51.43,A,87.91,A,45.92,E,15.45,Q,,N,0.220,A,0.225,A,,N,,N,0.32,DE,,N,,N,,N,0.21,A,,N,0.111,E,11.08,A,3.04,A,17.32,A,4.41,A,,N,,N,,N
CF002,4,"GSWS10",1974,1974,1,F,34.76,A,63.70,A,164.74,A,25.59,Q,,N,0.200,A,0.136,A,,N,,N,0.40,D,,N,,N,,N,0.09,A,,N,0.301,A,6.56,A,1.55,A,11.23,A,2.81,A,,N,,N,,N
CF002,4,"GSWS10",1974,1974,2,F,31.55,A,53.79,A,104.18,A,17.59,Q,,N,0.179,A,0.152,A,,N,,N,0.26,D,,N,,N,,N,0.10,A,,N,0.152,A,5.72,A,1.36,A,10.14,A,2.52,A,,N,,N,,N
CF002,4,"GSWS10",1974,1974,3,F,34.64,A,60.00,A,23.48,E,20.81,Q,,N,0.270,A,0.177,A,,N,,N,0.26,D,,N,,N,,N,0.19,A,,N,0.066,A,6.50,A,1.33,A,11.89,A,2.94,A,,N,,N,,N
CF002,4,"GSWS10",1974,1974,4,F,16.76,A,31.12,A,2.46,A,9.53,Q,,N,0.153,A,0.152,A,,N,,N,0.12,D,,N,,N,,N,0.07,A,,N,0.045,A,3.21,A,0.61,A,5.94,A,1.48,A,,N,,N,,N
CF002,4,"GSWS10",1974,1974,5,G,3.67,A,8.00,A,0.54,A,1.94,Q,,N,0.026,E,0.023,E,,N,,N,0.02,DE,,N,,N,,N,0.01,E,,N,0.005,E,0.88,A,0.18,A,1.61,A,0.44,A,,N,,N,,N
CF002,4,"GSWS10",1974,1974,6,G,3.23,A,8.21,A,0.28,A,1.80,Q,,N,0.022,A,0.013,A,,N,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.92,A,0.17,A,1.62,A,0.45,A,,N,,N,,N
CF002,4,"GSWS10",1974,1974,7,G,1.08,A,3.04,A,0.03,A,0.66,Q,,N,0.007,A,0.004,E,,N,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.36,A,0.06,A,0.66,A,0.17,A,,N,,N,,N
CF002,4,"GSWS10",1974,1974,8,G,0.50,A,1.42,A,0.58,A,0.24,Q,,N,0.003,A,0.002,A,,N,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.19,A,0.03,A,0.33,A,0.09,A,,N,,N,,N
CF002,4,"GSWS10",1974,1974,9,G,0.26,A,0.75,A,0.15,A,0.15,Q,0.002,E,0.002,A,0.001,A,0.000,DE,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.11,A,0.02,A,0.18,A,0.05,A,,N,,N,,N
CF002,4,"GSWS10",1975,1974,10,P,0.18,A,0.50,A,0.03,A,0.11,Q,0.002,E,0.001,A,0.001,A,0.000,DE,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.07,A,0.01,A,0.11,A,0.03,A,,N,,N,,N
CF002,4,"GSWS10",1975,1974,11,P,4.09,A,9.37,A,1.06,A,2.45,Q,0.041,E,0.033,A,0.013,A,0.008,DE,,N,0.02,D,,N,,N,,N,0.02,A,,N,0.002,A,1.14,A,0.11,A,1.96,A,0.46,A,,N,,N,,N
CF002,4,"GSWS10",1975,1974,12,F,28.21,A,47.41,A,63.73,A,16.70,Q,0.149,E,0.121,A,0.093,A,0.028,DE,,N,0.13,D,,N,,N,,N,0.13,A,,N,0.005,A,5.90,A,0.67,A,8.60,A,2.28,A,,N,,N,,N
CF002,4,"GSWS10",1975,1975,1,F,42.48,A,64.70,A,24.66,A,28.16,Q,0.220,A,0.181,A,0.143,A,0.038,D,,N,0.14,D,,N,,N,,N,0.14,A,,N,0.003,A,8.19,A,0.99,A,11.67,A,3.14,A,,N,,N,,N
CF002,4,"GSWS10",1975,1975,2,F,28.31,A,42.71,A,5.52,A,19.92,Q,0.310,A,0.165,A,0.094,A,0.146,D,,N,0.02,D,,N,,N,,N,0.01,A,,N,0.006,A,5.31,A,0.61,A,7.49,A,2.04,A,,N,,N,,N
CF002,4,"GSWS10",1975,1975,3,F,32.00,A,50.91,A,17.75,A,9.59,Q,0.244,A,0.158,A,0.123,A,0.085,D,,N,0.10,D,,N,,N,,N,0.03,A,,N,0.050,A,5.29,A,0.50,A,7.09,A,1.87,A,,N,,N,,N
CF002,4,"GSWS10",1975,1975,4,F,6.01,A,11.37,A,0.80,A,3.99,Q,0.038,A,0.039,A,0.018,A,0.003,D,,N,0.01,D,,N,,N,,N,0.00,A,,N,0.006,A,1.42,A,0.12,A,2.20,A,0.53,A,,N,,N,,N
CF002,4,"GSWS10",1975,1975,5,F,4.66,A,9.25,A,0.56,A,4.05,Q,0.028,A,0.022,A,0.014,A,0.006,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.003,A,1.25,A,0.11,A,2.00,A,0.47,A,,N,,N,,N
CF002,4,"GSWS10",1975,1975,6,G,1.52,A,3.62,A,2.02,E,0.77,Q,0.008,A,0.006,A,0.005,A,0.002,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.51,A,0.06,A,0.81,A,0.18,A,,N,,N,,N
CF002,4,"GSWS10",1975,1975,7,G,1.16,A,3.37,A,2.20,E,0.37,Q,0.006,A,0.005,A,0.004,A,0.002,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.45,A,0.04,A,0.69,A,0.16,A,,N,,N,,N
CF002,4,"GSWS10",1975,1975,8,G,1.11,A,3.25,A,2.62,A,0.39,Q,0.007,A,0.006,A,0.005,A,0.001,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.44,A,0.06,A,0.66,A,0.15,A,,N,,N,,N
CF002,4,"GSWS10",1975,1975,9,G,0.74,A,2.21,A,1.19,A,0.22,Q,0.008,A,0.005,A,0.003,A,0.003,D,,N,0.00,D,,N,,N,,N,0.00,A,,N,0.000,A,0.27,A,0.04,A,0.40,A,0.09,A,,N,,N,,N
CF002,4,"GSWS10",1976,1975,10,F,13.13,A,20.33,A,745.32,A,4.06,Q,0.207,A,0.095,A,0.058,A,0.112,D,,N,0.15,D,,N,,N,,N,0.14,A,,N,0.010,A,3.35,A,0.62,A,5.32,A,1.30,A,,N,,N,,N
CF002,4,"GSWS10",1976,1975,11,F,24.89,A,36.12,A,156.00,A,12.35,Q,0.221,A,0.176,A,0.097,A,0.044,D,,N,0.14,D,,N,,N,,N,0.12,A,,N,0.031,A,5.06,A,0.79,A,10.16,A,2.06,A,,N,,N,,N
CF002,4,"GSWS10",1976,1975,12,F,42.10,A,59.87,A,310.26,A,17.20,Q,0.355,A,0.257,A,0.172,A,0.098,D,,N,0.27,D,,N,,N,,N,0.20,A,,N,0.086,A,7.78,A,1.09,A,13.89,A,3.21,A,,N,,N,,N
CF002,4,"GSWS10",1976,1976,1,F,46.52,A,67.95,A,208.57,A,17.63,Q,0.415,A,0.312,A,0.179,A,0.103,D,,N,0.28,D,,N,,N,,N,0.17,A,,N,0.104,A,8.43,A,1.18,A,15.07,A,3.65,A,,N,,N,,N
CF002,4,"GSWS10",1976,1976,2,F,26.58,A,42.00,A,6.38,A,11.82,Q,0.171,A,0.146,A,0.095,A,0.025,D,,N,0.12,D,,N,,N,,N,0.07,A,,N,0.060,A,5.64,A,0.85,A,9.74,A,1.95,A,,N,,N,,N
CF002,4,"GSWS10",1976,1976,3,F,18.31,A,28.54,A,2.63,A,8.54,Q,0.104,A,0.092,A,0.059,A,0.012,D,,N,0.10,D,,N,,N,,N,0.05,A,,N,0.059,A,3.88,A,0.61,A,6.77,A,1.35,A,,N,,N,,N
CF002,4,"GSWS10",1976,1976,4,F,11.58,A,20.21,A,0.66,A,4.60,Q,0.064,A,0.053,A,0.037,A,0.011,D,,N,0.08,D,,N,,N,,N,0.05,A,,N,0.025,A,2.79,A,0.29,A,4.82,A,0.94,A,,N,,N,,N
CF002,4,"GSWS10",1976,1976,5,F,3.77,A,6.96,A,0.22,A,1.71,Q,0.023,A,0.019,A,0.012,A,0.004,D,,N,0.02,D,,N,,N,,N,0.02,A,,N,0.005,A,0.99,A,0.12,A,1.66,A,0.33,A,,N,,N,,N
CF002,4,"GSWS10",1976,1976,6,P,2.64,A,5.92,A,0.39,A,1.61,Q,0.019,A,0.017,A,0.008,A,0.002,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.001,A,0.86,A,0.09,A,1.40,A,0.30,A,,N,,N,,N
CF002,4,"GSWS10",1976,1976,7,G,1.62,E,4.08,A,0.02,A,1.01,Q,0.017,A,0.016,A,0.005,A,0.001,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.60,A,0.06,A,0.96,A,0.20,A,,N,,N,,N
CF002,4,"GSWS10",1976,1976,8,G,1.61,E,4.04,A,0.00,A,1.02,Q,0.010,A,0.009,A,0.005,A,0.000,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.59,A,0.07,A,0.96,A,0.20,A,,N,,N,,N
CF002,4,"GSWS10",1976,1976,9,G,1.21,A,3.25,A,0.01,A,0.75,Q,0.010,A,0.009,A,0.003,A,0.001,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.000,A,0.48,A,0.05,A,0.79,A,0.17,A,,N,,N,,N
CF002,4,"GSWS10",1977,1976,10,F,2.52,E,6.08,A,0.12,A,1.27,Q,0.017,A,0.015,A,0.007,A,0.002,D,,N,0.02,D,,N,,N,,N,0.02,A,,N,0.005,A,0.82,A,0.11,A,1.53,A,0.33,A,,N,,N,,N
CF002,4,"GSWS10",1977,1976,11,F,6.25,A,13.54,A,0.29,A,4.29,Q,0.031,A,0.028,A,0.015,A,0.003,D,,N,0.06,D,,N,,N,,N,0.05,A,,N,0.012,A,1.76,A,0.27,A,3.52,A,0.75,A,,N,,N,,N
CF002,4,"GSWS10",1977,1976,12,G,3.05,A,5.79,A,0.17,A,1.36,Q,0.023,A,0.021,A,0.008,A,0.003,D,,N,0.03,D,,N,,N,,N,0.02,A,,N,0.015,A,0.76,A,0.12,A,1.37,A,0.31,A,,N,,N,,N
CF002,4,"GSWS10",1977,1977,1,F,5.18,E,9.79,A,0.52,A,2.46,Q,0.030,A,0.018,A,0.011,A,0.011,D,,N,0.08,D,,N,,N,,N,0.04,A,,N,0.037,A,1.23,A,0.20,A,2.25,A,0.51,A,,N,,N,,N
CF002,4,"GSWS10",1977,1977,2,P,7.27,A,13.50,A,3.00,A,3.94,Q,0.047,A,0.029,A,0.015,A,0.017,D,,N,0.11,D,,N,,N,,N,0.04,A,,N,0.064,A,1.80,A,0.30,A,3.20,A,0.73,A,,N,,N,,N
CF002,4,"GSWS10",1977,1977,3,P,24.48,E,41.96,A,6.17,A,12.68,Q,0.121,A,0.103,A,0.071,A,0.019,D,,N,0.29,D,,N,,N,,N,0.14,A,,N,0.155,A,5.23,A,1.00,A,9.23,A,2.15,A,,N,,N,,N
CF002,4,"GSWS10",1977,1977,4,F,5.07,E,10.00,A,0.63,A,3.28,Q,0.033,A,0.024,A,0.019,A,0.010,D,,N,0.04,D,,N,,N,,N,0.03,A,,N,0.016,A,1.10,A,0.16,A,2.16,A,0.45,A,,N,,N,,N
CF002,4,"GSWS10",1977,1977,5,F,9.60,A,21.46,A,1.33,A,6.54,Q,0.073,A,0.045,A,0.024,A,0.029,D,,N,0.09,D,,N,,N,,N,0.06,A,,N,0.031,A,2.03,A,0.24,A,4.46,A,0.84,A,,N,,N,,N
CF002,4,"GSWS10",1977,1977,6,F,3.48,A,8.25,A,0.47,A,2.26,Q,0.018,A,0.012,A,0.010,A,0.006,D,,N,0.03,D,,N,,N,,N,0.02,A,,N,0.006,A,0.83,A,0.10,A,1.92,A,0.34,A,,N,,N,,N
CF002,4,"GSWS10",1977,1977,7,F,1.32,E,3.67,A,0.11,A,1.10,Q,0.008,A,0.006,A,0.004,A,0.002,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.001,A,0.37,A,0.05,A,0.86,A,0.16,A,,N,,N,,N
CF002,4,"GSWS10",1977,1977,8,G,0.93,E,2.83,A,0.03,A,0.72,Q,0.006,A,0.005,A,0.002,A,0.001,D,,N,0.01,D,,N,,N,,N,0.01,A,,N,0.002,A,0.29,A,0.04,A,0.67,A,0.13,A,,N,,N,,N
CF002,4,"GSWS10",1977,1977,9,G,2.23,E,6.04,A,0.76,A,1.63,Q,0.025,A,0.016,A,0.006,A,0.008,D,,N,0.03,D,,N,,N,,N,0.02,A,,N,0.011,A,0.65,A,0.08,A,1.52,A,0.28,A,,N,,N,,N
CF002,4,"GSWS10",1978,1977,10,F,5.20,A,11.29,A,3.54,A,4.50,Q,0.034,A,0.031,A,0.018,A,0.003,D,,N,0.08,D,,N,,N,,N,0.05,A,,N,0.030,A,1.31,A,0.17,A,2.48,A,0.55,A,,N,,N,,N
CF002,4,"GSWS10",1978,1977,11,F,44.04,A,66.58,A,495.46,A,33.88,Q,0.397,A,0.279,A,0.145,A,0.117,D,,N,0.76,D,,N,,N,,N,0.39,A,,N,0.355,A,8.47,A,1.39,A,13.19,A,3.23,A,,N,,N,,N
CF002,4,"GSWS10",1978,1977,12,F,62.71,A,89.29,A,243.85,A,32.50,Q,0.479,A,0.371,A,0.243,A,0.108,D,,N,0.54,D,,N,,N,,N,0.39,A,,N,0.166,A,11.43,A,1.95,A,17.77,A,4.49,A,,N,,N,,N
CF002,4,"GSWS10",1978,1978,1,F,23.63,A,38.08,A,4.14,A,11.39,Q,0.159,A,0.126,A,0.075,A,0.033,D,,N,0.18,D,,N,,N,,N,0.14,A,,N,0.049,A,4.80,A,0.66,A,7.47,A,1.90,A,,N,,N,,N
CF002,4,"GSWS10",1978,1978,2,F,17.17,A,27.21,A,5.15,A,1.78,Q,0.108,A,0.086,A,0.068,A,0.022,D,,N,0.12,D,,N,,N,,N,0.06,A,,N,0.060,A,3.51,A,0.46,A,5.66,A,1.40,A,,N,,N,,N
CF002,4,"GSWS10",1978,1978,3,F,5.50,A,10.62,A,1.64,A,2.50,Q,0.028,A,0.020,A,0.015,A,0.008,D,,N,0.06,D,,N,,N,,N,0.05,A,,N,0.011,A,1.31,A,0.16,A,2.06,A,0.52,A,,N,,N,,N
CF002,4,"GSWS10",1978,1978,4,F,9.57,A,17.87,A,2.88,A,5.80,Q,0.083,A,0.059,A,0.030,A,0.024,D,,N,0.09,D,,N,,N,,N,0.06,A,,N,0.026,A,2.29,A,0.31,A,3.43,A,0.87,A,,N,,N,,N
CF002,4,"GSWS10",1978,1978,5,F,7.46,A,14.71,A,1.65,A,6.44,Q,0.058,A,0.052,A,0.027,A,0.007,D,,N,0.09,D,,N,,N,,N,0.07,A,,N,0.021,A,1.84,A,0.19,A,3.03,A,0.80,A,,N,,N,,N
CF002,4,"GSWS10",1978,1978,6,F,2.38,A,5.50,A,0.22,A,2.05,Q,0.016,A,0.013,A,0.008,A,0.003,D,0.02,DE,0.02,D,,N,0.00,DE,0.02,E,0.02,A,,N,0.004,A,0.70,A,0.07,A,1.15,A,0.29,A,,N,,N,,N
CF002,4,"GSWS10",1978,1978,7,F,1.30,A,3.42,A,0.04,A,1.09,Q,0.011,A,0.010,A,0.004,A,0.002,D,0.01,D,0.01,D,,N,0.00,D,0.01,A,0.01,A,,N,0.001,A,0.44,A,0.04,A,0.70,A,0.18,A,,N,,N,,N
CF002,4,"GSWS10",1978,1978,8,F,1.09,A,2.29,A,0.12,A,0.96,Q,0.012,A,0.009,A,0.003,A,0.004,D,0.01,D,0.01,D,,N,0.00,D,0.01,A,0.01,A,,N,0.001,A,0.39,A,0.05,A,0.63,A,0.15,A,,N,,N,,N
CF002,4,"GSWS10",1978,1978,9,F,2.55,A,6.67,A,0.34,A,2.24,Q,0.017,E,0.017,A,0.007,A,0.001,DE,0.04,D,0.04,D,0.01,DE,0.00,D,0.03,A,0.03,A,0.002,E,0.006,A,0.83,A,0.17,A,1.45,A,0.35,A,0.05,E,0.60,E,,N
CF002,4,"GSWS10",1979,1978,10,F,0.81,E,2.21,A,0.25,A,0.66,Q,0.005,E,0.004,A,0.003,A,0.001,DE,0.01,D,0.01,D,0.00,D,0.00,D,0.01,A,0.01,A,0.001,A,0.002,A,0.24,A,0.06,A,0.54,A,0.11,A,0.02,A,0.23,A,,N
CF002,4,"GSWS10",1979,1978,11,F,9.16,A,15.58,A,6.87,A,4.70,Q,0.064,A,0.054,A,0.037,A,0.010,D,0.22,D,0.18,D,0.04,DE,0.04,D,0.14,A,0.10,A,0.047,E,0.076,A,1.74,A,0.47,A,4.08,A,0.75,A,0.24,A,1.43,A,,N
